1,0.995870559104563,0.999871925235386,0.999949546304849,0.999968951572215,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999976713679161,0.999980594732634,0.999980594732634,0.999980594732634,0.999980594732634,0.999980594732634,0.999980594732634,0.999980594732634,0.999980594732634,0.999984475786107,0.999984475786107,0.999984475786107,0.999988356839581,0.999988356839581,0.999988356839581,0.999992237893054,0.999992237893054,0.999992237893054,0.999992237893054,0.999992237893054,0.999992237893054,0.999992237893054,0.999992237893054,0.999996118946527,0.999996118946527,0.999996118946527,0.999996118946527,0.999996118946527,0.999996118946527,0.999996118946527,0.999996118946527,0.999996118946527,0.999996118946527,0.999996118946527,1,1,1,1,1,1,1
10,0.237974683544304,0.880322209436133,0.996777905638665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,0.00871143375680581,0.190562613430127,0.826497277676951,0.992740471869329,0.999274047186933,0.999637023593466,0.999637023593466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0.000848536274925753,0.00933389902418328,0.202800169707255,0.794229953330505,0.980483665676708,0.996605854900297,0.999575731862537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0.0004739336492891,0.0014218009478673,0.00947867298578199,0.224644549763033,0.770142180094787,0.97345971563981,0.994312796208531,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,0,0,0.00207900207900208,0.014033264033264,0.255197505197505,0.748440748440748,0.968814968814969,0.993762993762994,0.998960498960499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,0,0,0,0.00451212633953751,0.0197405527354766,0.266779469825155,0.720248166948675,0.94585448392555,0.992103778905809,0.996615905245347,0.999435984207558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,0,0,0,0.000610873549175321,0.00366524129505192,0.0366524129505192,0.291386682956628,0.70494807574832,0.941967012828344,0.985339034819792,0.993891264508247,0.999389126450825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,0,0,0,0,0.000598444045481747,0.00658288450029922,0.0442848593656493,0.296229802513465,0.690604428485937,0.931178934769599,0.977259126271694,0.991023339317774,0.995810891681628,0.997606223818073,0.998204667863555,0.999401555954518,0.999401555954518,0.999401555954518,0.999401555954518,0.999401555954518,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,0,0,0,0,0.00131406044678055,0.00459921156373193,0.00985545335085414,0.0486202365308804,0.316688567674113,0.664257555847569,0.921813403416557,0.97503285151117,0.992115637319317,0.995400788436268,0.997371879106439,0.998028909329829,0.99934296977661,0.99934296977661,0.99934296977661,0.99934296977661,0.99934296977661,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
